NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
6,Município,40,Mil Reais,201510,1101450,Parecis - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,355185,1101468,Pimenteiras do Oeste - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,131193,1101476,Primavera de Rondônia - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,177906,1101484,São Felipe D'Oeste - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,716411,1101492,São Francisco do Guaporé - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,446997,1101500,Seringueiras - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,156426,1101559,Teixeirópolis - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,307754,1101609,Theobroma - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,370214,1101708,Urupá - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,257311,1101757,Vale do Anari - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,225187,1101807,Vale do Paraíso - RO,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,502663,1200013,Acrelândia - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,187366,1200054,Assis Brasil - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,929800,1200104,Brasiléia - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,365419,1200138,Bujari - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,530657,1200179,Capixaba - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2680143,1200203,Cruzeiro do Sul - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,793427,1200252,Epitaciolândia - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,741344,1200302,Feijó - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,150648,1200328,Jordão - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,339224,1200336,Mâncio Lima - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,262614,1200344,Manoel Urbano - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,288045,1200351,Marechal Thaumaturgo - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,764818,1200385,Plácido de Castro - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,200512,1200393,Porto Walter - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,12960966,1200401,Rio Branco - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,293645,1200427,Rodrigues Alves - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,124070,1200435,Santa Rosa do Purus - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1111821,1200450,Senador Guiomard - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,972648,1200500,Sena Madureira - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,932080,1200609,Tarauacá - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,626026,1200708,Xapuri - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,533386,1200807,Porto Acre - AC,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,242584,1300029,Alvarães - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,134732,1300060,Amaturá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,154694,1300086,Anamã - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,297171,1300102,Anori - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,386133,1300144,Apuí - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,206769,1300201,Atalaia do Norte - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,584990,1300300,Autazes - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,242100,1300409,Barcelos - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,398068,1300508,Barreirinha - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,469445,1300607,Benjamin Constant - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,262121,1300631,Beruri - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,243779,1300680,Boa Vista do Ramos - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,661735,1300706,Boca do Acre - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,435684,1300805,Borba - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,219112,1300839,Caapiranga - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,208247,1300904,Canutama - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,433322,1301001,Carauari - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,436682,1301100,Careiro - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,418938,1301159,Careiro da Várzea - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3893679,1301209,Coari - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,637713,1301308,Codajás - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,683640,1301407,Eirunepé - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,236124,1301506,Envira - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,324329,1301605,Fonte Boa - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,184646,1301654,Guajará - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,926065,1301704,Humaitá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,247844,1301803,Ipixuna - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1263496,1301852,Iranduba - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3321936,1301902,Itacoatiara - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,161777,1301951,Itamarati - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,196557,1302009,Itapiranga - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,145337,1302108,Japurá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,147950,1302207,Juruá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,394550,1302306,Jutaí - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,742982,1302405,Lábrea - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1917413,1302504,Manacapuru - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,303947,1302553,Manaquiri - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,127649795,1302603,Manaus - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,926410,1302702,Manicoré - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,202680,1302801,Maraã - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,695907,1302900,Maués - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,239731,1303007,Nhamundá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,354693,1303106,Nova Olinda do Norte - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,243316,1303205,Novo Airão - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,311737,1303304,Novo Aripuanã - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1656949,1303403,Parintins - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,237839,1303502,Pauini - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,730303,1303536,Presidente Figueiredo - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,495858,1303569,Rio Preto da Eva - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,197857,1303601,Santa Isabel do Rio Negro - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,354277,1303700,Santo Antônio do Içá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,584409,1303809,São Gabriel da Cachoeira - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,358400,1303908,São Paulo de Olivença - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,145515,1303957,São Sebastião do Uatumã - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,434235,1304005,Silves - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,849681,1304062,Tabatinga - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,318010,1304104,Tapauá - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1619517,1304203,Tefé - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,214602,1304237,Tonantins - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,265246,1304260,Uarini - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,244547,1304302,Urucará - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,297173,1304401,Urucurituba - AM,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,329100,1400027,Amajari - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,802540,1400050,Alto Alegre - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,18234169,1400100,Boa Vista - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,772903,1400159,Bonfim - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,498394,1400175,Cantá - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,637454,1400209,Caracaraí - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,317377,1400233,Caroebe - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,279559,1400282,Iracema - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,552044,1400308,Mucajaí - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,370956,1400407,Normandia - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,447421,1400456,Pacaraima - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,981040,1400472,Rorainópolis - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,425809,1400506,São João da Baliza - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,221585,1400605,São Luiz - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,254453,1400704,Uiramutã - RR,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2441092,1500107,Abaetetuba - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,131077,1500131,Abel Figueiredo - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2111467,1500206,Acará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,665557,1500305,Afuá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1047226,1500347,Água Azul do Norte - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1578584,1500404,Alenquer - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,593847,1500503,Almeirim - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3887894,1500602,Altamira - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,370838,1500701,Anajás - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,11473897,1500800,Ananindeua - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,715999,1500859,Anapu - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,490157,1500909,Augusto Corrêa - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,390415,1500958,Aurora do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,228317,1501006,Aveiro - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,329848,1501105,Bagre - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,799363,1501204,Baião - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,153995,1501253,Bannach - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,9190033,1501303,Barcarena - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,40536062,1501402,Belém - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,352844,1501451,Belterra - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3338145,1501501,Benevides - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,336974,1501576,Bom Jesus do Tocantins - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,147258,1501600,Bonito - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1977330,1501709,Bragança - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,517482,1501725,Brasil Novo - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,143221,1501758,Brejo Grande do Araguaia - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,802221,1501782,Breu Branco - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1515250,1501808,Breves - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,688320,1501907,Bujaru - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,237908,1501956,Cachoeira do Piriá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,354702,1502004,Cachoeira do Arari - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1901553,1502103,Cametá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,16621560,1502152,Canaã dos Carajás - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1883282,1502202,Capanema - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,900134,1502301,Capitão Poço - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,6318091,1502400,Castanhal - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,331190,1502509,Chaves - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,136194,1502608,Colares - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,985296,1502707,Conceição do Araguaia - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,520832,1502756,Concórdia do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,479032,1502764,Cumaru do Norte - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,737806,1502772,Curionópolis - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,396832,1502806,Curralinho - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,192168,1502855,Curuá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,485458,1502905,Curuçá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1332437,1502939,Dom Eliseu - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,736064,1502954,Eldorado do Carajás - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,102052,1503002,Faro - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,657025,1503044,Floresta do Araguaia - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,426847,1503077,Garrafão do Norte - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,595811,1503093,Goianésia do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,489497,1503101,Gurupá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,599286,1503200,Igarapé-Açu - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1021946,1503309,Igarapé-Miri - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,230530,1503408,Inhangapi - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,612707,1503457,Ipixuna do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,377735,1503507,Irituia - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3806020,1503606,Itaituba - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,979792,1503705,Itupiranga - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,732418,1503754,Jacareacanga - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,800237,1503804,Jacundá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1184842,1503903,Juruti - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,601991,1504000,Limoeiro do Ajuru - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,488400,1504059,Mãe do Rio - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,121851,1504109,Magalhães Barata - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,9748965,1504208,Marabá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,361786,1504307,Maracanã - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,333941,1504406,Marapanim - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2780522,1504422,Marituba - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1140469,1504455,Medicilândia - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,347499,1504505,Melgaço - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,480360,1504604,Mocajuba - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2156273,1504703,Moju - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,457251,1504752,Mojuí dos Campos - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1227319,1504802,Monte Alegre - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,464374,1504901,Muaná - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,334512,1504950,Nova Esperança do Piriá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,231145,1504976,Nova Ipixuna - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,185077,1505007,Nova Timboteua - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1541048,1505031,Novo Progresso - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1406400,1505064,Novo Repartimento - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,921982,1505106,Óbidos - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,535992,1505205,Oeiras do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1739412,1505304,Oriximiná - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,279081,1505403,Ourém - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1053014,1505437,Ourilândia do Norte - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1114328,1505486,Pacajá - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,127592,1505494,Palestina do Pará - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,5308605,1505502,Paragominas - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,26421067,1505536,Parauapebas - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,153521,1505551,Pau D'Arco - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,100657,1505601,Peixe-Boi - PA,2023,2023,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,361690,1505635,Piçarra - PA,2023,2023,37,Produto Interno Bruto a preços correntes
